Timeline,Start time,Duration,Row,Instance number,Action,Box Touch Number,Lineup,LiveDrills,On Court,PossessionType,Reversal Number,Shot Quality,Teaching,Ungrouped,Notes,Flags
251013,2551.2976880003434,18.47275636765653,Grey,22,-3,Box Touch 0, | #4 Grant Neal | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson,4v4,"#4 Grant Neal, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 2,,,,
251013,2608.897651068531,19.625638039468868,Grey,23,,Box Touch 1, | #14 Dom Murphy | #22 Darrius Bolden | #24 Michael Wilson | #44 Jacob Wassler,4v4,"#14 Dom Murphy, #22 Darrius Bolden, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 1,No Shot,,,,
251013,2677.7977641235957,20.72382954640443,Grey,24,"Post Feed, Post Touch, +2",Box Touch 1, | #4 Grant Neal | #8 Kenyon Goodin | #11 Brian Waddell | #44 Jacob Wassler,4v4,"#4 Grant Neal, #8 Kenyon Goodin, #11 Brian Waddell, #44 Jacob Wassler",Half Court,Reversal 2,Shot Qual 4,,,,
251013,2722.9984327586235,19.555884693376356,Grey,25,"Post Touch, Post Feed, Deflection, -3",Box Touch 0, | #4 Grant Neal | #8 Kenyon Goodin | #11 Brian Waddell | #44 Jacob Wassler,4v4,"#4 Grant Neal, #8 Kenyon Goodin, #11 Brian Waddell, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 1,,,,
251013,2874.9985157922647,20.357942855735473,Grey,26,+2,Box Touch 1, | #14 Dom Murphy | #22 Darrius Bolden | #24 Michael Wilson | #44 Jacob Wassler,4v4,"#14 Dom Murphy, #22 Darrius Bolden, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 2,Shot Qual 3,,,,
251013,2941.1979395142093,20.02122363379067,Grey,27,,Box Touch 0, | #14 Dom Murphy | #22 Darrius Bolden | #24 Michael Wilson | #44 Jacob Wassler,4v4,"#14 Dom Murphy, #22 Darrius Bolden, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 0,No Shot,,,,
251013,3032.097791958011,22.787335340989102,Grey,28,"Post Touch, Post Feed, +2",Box Touch 2, | #4 Grant Neal | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden,4v4,"#4 Grant Neal, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden",Half Court,Reversal 2,Shot Qual 4,,,,
251013,3841.7,14.265909394000118,Grey,29,-3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #23 Sam Donald | #24 Michael Wilson,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 3,,,,
251013,3884.618811997,31.72688993299971,Grey,30,,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #23 Sam Donald | #24 Michael Wilson,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 2,"Foul Drawn, Shot Qual 4",,,,
251013,3937.8448333333336,19.58855763166639,Grey,31,+2,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #23 Sam Donald | #24 Michael Wilson,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #23 Sam Donald, #24 Michael Wilson",Other,Reversal 1,Shot Qual 3,,,,
251013,4025.162693789537,25.220107350462968,Grey,32,"Post Touch, Post Feed, -3",Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #23 Sam Donald | #24 Michael Wilson,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 3,Shot Qual 2,,,,
251013,4192.205865459,20.88768435200018,Grey,33,"Post Touch, Post Touch, -3",Box Touch 0, | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 2,Shot Qual 3,,,,
251013,4279.3986275399575,26.479912143042384,Grey,34,,Box Touch 0, | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 3,No Shot,,,,
251013,4326.237544444444,19.438891325556142,Grey,35,,Box Touch 1, | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 2,"Foul Drawn, Shot Qual 4",,,,
251013,4377.729333333334,11.125801060666163,Grey,36,-3,Box Touch 0, | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson, #44 Jacob Wassler",Other,Reversal 0,Shot Qual 3,Teaching Clip,,,
251013,4411.848058497664,27.532014950335906,Grey,37,-3,Box Touch 0, | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 3,Shot Qual 2,,,,
251013,4868.698774665929,16.590165058070852,Grey,38,-3,Box Touch 0, | #2 Tyler Doyle | #5 Myles Watkins | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell,5v5,"#2 Tyler Doyle, #5 Myles Watkins, #7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell",Half Court,Reversal 0,Shot Qual 2,,,,
251013,4912.381482666015,29.519546028985133,Grey,39,,Box Touch 0, | #2 Tyler Doyle | #5 Myles Watkins | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell,5v5,"#2 Tyler Doyle, #5 Myles Watkins, #7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell",Half Court,Reversal 1,No Shot,,,,
251013,5077.100155555556,33.068573686444324,Grey,40,+2,Box Touch 0, | #2 Tyler Doyle | #5 Myles Watkins | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell,5v5,"#2 Tyler Doyle, #5 Myles Watkins, #7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell",Half Court,Reversal 1,Shot Qual 2,,,,
251013,5140.098695055885,12.922686196114228,Grey,41,+2,Box Touch 1, | #2 Tyler Doyle | #5 Myles Watkins | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell,5v5,"#2 Tyler Doyle, #5 Myles Watkins, #7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell",Half Court,Reversal 1,Shot Qual 3,,,,
251013,5246.398513957895,21.052939011104172,Grey,42,+3,Box Touch 0, | #5 Myles Watkins | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson,5v5,"#5 Myles Watkins, #7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 3,,,,
251013,5290.999437142,28.182963576000475,Grey,43,-2,Box Touch 0, | #5 Myles Watkins | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson,5v5,"#5 Myles Watkins, #7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 1,,,,
251013,5884.798342943264,24.409202559735604,Grey,44,-3,Box Touch 1, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson,4v4,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 1,,,,
251013,5930.198629289976,24.132954669024002,Grey,45,"Post Feed, Post Touch, -2",Box Touch 1, | #2 Tyler Doyle | #5 Myles Watkins | #8 Kenyon Goodin | #11 Brian Waddell,4v4,"#2 Tyler Doyle, #5 Myles Watkins, #8 Kenyon Goodin, #11 Brian Waddell",Half Court,Reversal 1,Shot Qual 1,,,,
251013,5965.597694053969,13.581721775031838,Grey,46,"Post Touch, Post Feed, -3",Box Touch 0, | #2 Tyler Doyle | #5 Myles Watkins | #8 Kenyon Goodin | #11 Brian Waddell,4v4,"#2 Tyler Doyle, #5 Myles Watkins, #8 Kenyon Goodin, #11 Brian Waddell",Half Court,Reversal 1,Shot Qual 3,,,,
251013,5988.498859762936,21.94606821706384,Grey,47,"Post Touch, Post Feed, -3",Box Touch 1, | #5 Myles Watkins | #7 Donovan Hunter | #8 Kenyon Goodin | #24 Michael Wilson,4v4,"#5 Myles Watkins, #7 Donovan Hunter, #8 Kenyon Goodin, #24 Michael Wilson",Half Court,Reversal 3,Shot Qual 3,Teaching Clip,,,
251013,6137.597865528267,23.708568991733046,Grey,48,-2,Box Touch 0, | #5 Myles Watkins | #7 Donovan Hunter | #11 Brian Waddell | #24 Michael Wilson,4v4,"#5 Myles Watkins, #7 Donovan Hunter, #11 Brian Waddell, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 1,,,,
251013,6210.198528415296,13.844422642703648,Grey,49,+3,Box Touch 0, | #2 Tyler Doyle | #5 Myles Watkins | #8 Kenyon Goodin | #11 Brian Waddell,4v4,"#2 Tyler Doyle, #5 Myles Watkins, #8 Kenyon Goodin, #11 Brian Waddell",Half Court,Reversal 1,Shot Qual 3,,,,
251013,6230.7977289955425,22.056886816457336,Grey,50,-3,Box Touch 0, | #2 Tyler Doyle | #5 Myles Watkins | #8 Kenyon Goodin | #11 Brian Waddell,4v4,"#2 Tyler Doyle, #5 Myles Watkins, #8 Kenyon Goodin, #11 Brian Waddell",Half Court,Reversal 2,Shot Qual 3,,,,
251013,6426.7976157083,20.712901307700122,Grey,51,,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson,4v4,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson",Half Court,Reversal 1,No Shot,,,,
251013,6613.105890229,32.124494923000384,Grey,52,,Box Touch 0, | #5 Myles Watkins | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson,,"#5 Myles Watkins, #7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson",Half Court,Reversal 2,No Shot,,,,
251013,6818.1980779672695,9.678343381730883,Grey,53,,Box Touch 1, | #2 Tyler Doyle | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson,,"#2 Tyler Doyle, #7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson",Half Court,Reversal 1,"Foul Drawn, Shot Qual 4",,,,
251013,603.1982996516701,18.29648104332989,Red,1,,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #15 Luke Anderson | #44 Jacob Wassler,Scramble,"#4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #15 Luke Anderson, #44 Jacob Wassler",Half Court,Reversal 1,No Shot,,,,
251013,727.2977111520134,19.517910345986593,Red,2,"Deflection, Post Feed, Post Touch, Deflection, -3",Box Touch 1, | #0 Tommy Clark | #4 Grant Neal | #7 Donovan Hunter | #14 Dom Murphy | #15 Luke Anderson,Scramble,"#0 Tommy Clark, #4 Grant Neal, #7 Donovan Hunter, #14 Dom Murphy, #15 Luke Anderson",Half Court,Reversal 1,Shot Qual 3,,,,
251013,744.815621498,8.72188443999994,Red,3,+3,Box Touch 1, | #0 Tommy Clark | #4 Grant Neal | #7 Donovan Hunter | #14 Dom Murphy | #15 Luke Anderson,Scramble,"#0 Tommy Clark, #4 Grant Neal, #7 Donovan Hunter, #14 Dom Murphy, #15 Luke Anderson",Other,Reversal 0,Shot Qual 3,,,,
251013,776.2982798179693,21.816031445030717,Red,4,"Post Touch, Post Feed, +3",Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #7 Donovan Hunter | #14 Dom Murphy | #15 Luke Anderson,Scramble,"#0 Tommy Clark, #4 Grant Neal, #7 Donovan Hunter, #14 Dom Murphy, #15 Luke Anderson",Half Court,Reversal 1,Shot Qual 2,,,,
251013,805.4979149705515,6.565712459448491,Red,5,,Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #7 Donovan Hunter | #14 Dom Murphy | #15 Luke Anderson,Scramble,"#0 Tommy Clark, #4 Grant Neal, #7 Donovan Hunter, #14 Dom Murphy, #15 Luke Anderson",Half Court,Reversal 0,No Shot,,,,
251013,982.9977238479966,11.433153442003459,Red,6,-2,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #14 Dom Murphy | #15 Luke Anderson | #44 Jacob Wassler,Scramble,"#4 Grant Neal, #5 Myles Watkins, #14 Dom Murphy, #15 Luke Anderson, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 1,,,,
251013,991.6977828629672,13.705444781032838,Red,7,-3,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #14 Dom Murphy | #15 Luke Anderson | #44 Jacob Wassler,Scramble,"#4 Grant Neal, #5 Myles Watkins, #14 Dom Murphy, #15 Luke Anderson, #44 Jacob Wassler",Other,Reversal 1,Shot Qual 3,,,,
251013,1027.798214526891,19.11832850110909,Red,8,,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #44 Jacob Wassler,Scramble,"#4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #44 Jacob Wassler",Half Court,Reversal 1,No Shot,,,,
251013,1388.437158262,28.411963442000115,Red,9,"Post Touch, Post Feed, -3",Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #15 Luke Anderson,Baseline Touch,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #15 Luke Anderson",Half Court,Reversal 1,Shot Qual 1,,,,
251013,1449.697770624586,16.23643072541404,Red,10,,Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #14 Dom Murphy | #44 Jacob Wassler,Baseline Touch,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #14 Dom Murphy, #44 Jacob Wassler",Half Court,Reversal 0,No Shot,,,,
251013,1619.4516444444444,32.486062666555654,Red,11,,Box Touch 1, | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #15 Luke Anderson,Baseline Touch,"#4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #15 Luke Anderson",Half Court,Reversal 2,No Shot,,,,
251013,1684.7109759262823,20.061271999717746,Red,12,"Post Feed, Post Touch, -2",Box Touch 1, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #44 Jacob Wassler,Baseline Touch,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 1,,,,
251013,1723.3983399560009,14.27928183699919,Red,13,-3,Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #44 Jacob Wassler,Baseline Touch,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #44 Jacob Wassler",Other,Reversal 0,Shot Qual 1,,,,
251013,1821.6834333333334,8.363566159666561,Red,14,,Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #14 Dom Murphy | #15 Luke Anderson,Baseline Touch,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #14 Dom Murphy, #15 Luke Anderson",Transition,Reversal 0,No Shot,,,,
251013,1865.6976688882376,32.51581689976251,Red,15,"Post Feed, Post Touch, -2",Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #44 Jacob Wassler,Baseline Touch,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #44 Jacob Wassler",Half Court,Reversal 3,Shot Qual 1,,,,
251013,2580.8222846942726,8.785777541727384,Red,16,,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #23 Sam Donald,4v4,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #23 Sam Donald",Half Court,Reversal 0,No Shot,,,,
251013,2641.19776773572,22.10822610328023,Red,17,"Post Touch, Post Feed, -2",Box Touch 1, | #2 Tyler Doyle | #5 Myles Watkins | #7 Donovan Hunter | #15 Luke Anderson,4v4,"#2 Tyler Doyle, #5 Myles Watkins, #7 Donovan Hunter, #15 Luke Anderson",Half Court,Reversal 1,Shot Qual 2,,,,
251013,2749.5984964306053,14.107140268394687,Red,18,-3,Box Touch 0, | #0 Tommy Clark | #7 Donovan Hunter | #15 Luke Anderson | #23 Sam Donald,4v4,"#0 Tommy Clark, #7 Donovan Hunter, #15 Luke Anderson, #23 Sam Donald",Half Court,Reversal 1,Shot Qual 3,,,,
251013,2761.9976963699974,16.10778993500253,Red,19,"Deflection, +2",Box Touch 1, | #0 Tommy Clark | #7 Donovan Hunter | #15 Luke Anderson | #23 Sam Donald,4v4,"#0 Tommy Clark, #7 Donovan Hunter, #15 Luke Anderson, #23 Sam Donald",Other,Reversal 2,Shot Qual 4,,,,
251013,2834.1989379313804,18.90748292661965,Red,20,-2,Box Touch 0, | #0 Tommy Clark | #7 Donovan Hunter | #15 Luke Anderson | #23 Sam Donald,4v4,"#0 Tommy Clark, #7 Donovan Hunter, #15 Luke Anderson, #23 Sam Donald",Half Court,Reversal 1,Shot Qual 1,,,,
251013,2998.8979074846698,22.08582114833007,Red,21,,Box Touch 0, | #5 Myles Watkins | #7 Donovan Hunter | #15 Luke Anderson | #23 Sam Donald,4v4,"#5 Myles Watkins, #7 Donovan Hunter, #15 Luke Anderson, #23 Sam Donald",Half Court,Reversal 1,No Shot,,,,
251013,3854.255050124,31.68184258400015,Red,22,-3,Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #15 Luke Anderson,5v5,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #15 Luke Anderson",Half Court,Reversal 1,Shot Qual 1,,,,
251013,3957.79842843056,32.482731040440285,Red,23,"Post Feed, Post Touch",Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #15 Luke Anderson,5v5,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #15 Luke Anderson",Half Court,Reversal 1,No Shot,,,,
251013,4018.2982371245976,8.834750721402543,Red,24,,Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #15 Luke Anderson,5v5,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #15 Luke Anderson",Other,Reversal 0,No Shot,,,,
251013,4128.198333720862,18.30756355113772,Red,25,"Deflection, +2",Box Touch 1, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #15 Luke Anderson,5v5,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #15 Luke Anderson",Half Court,Reversal 1,Shot Qual 1,,,,
