Timeline,Start time,Duration,Row,Instance number,2 Side,Action,BallReversals,Box Touch Number,BoxTouches,CutAssists,DudeOfDay,Lineup,LiveDrills,On Court,PlayCalls,PossessionType,PostTouch,Reversal Number,Shot Quality,ShotQualRatings,ShotResult,Teaching,Ungrouped,Notes,Flags
250929,2836.324533849,10.0,#23 Sam Donald,3,,Turnover,,,,,,,,,,,,,,,,,,,
250929,3282.081625613,10.0,#23 Sam Donald,4,,Deflection,,,,,,,,,,,,,,,,,,,
250929,4120.525825916,10.0,#23 Sam Donald,5,,O REB,,,,,,,,,,,,,,,,,,,
250929,4477.320877916,10.0,#23 Sam Donald,6,,O REB,,,,,,,,,,,,,,,,,,,
250929,4488.633568207,8.0,#23 Sam Donald,7,,-2,,Box Touch 2,,,,,,,,,,Reversal 1,Shot Qual 3,,,,,,
250929,4663.034722964,10.0,#23 Sam Donald,8,,Deflection,,,,,,,,,,,,,,,,,,,
250929,5272.197813207,10.0,#23 Sam Donald,9,,O REB,,,,,,,,,,,,,,,,,,,
250929,5273.708606623,8.0,#23 Sam Donald,10,,+2,,Box Touch 0,,,,,,,,,,Reversal 0,Shot Qual 4,,,,,,
250929,6174.319738391,10.0,#23 Sam Donald,11,,Assist,,,,,,,,,,,,,,,,,,,
250929,6214.641653293,10.0,#23 Sam Donald,12,,Turnover,,,,,,,,,,,,,,,,,,,
250929,8260.14170116,8.0,#23 Sam Donald,13,,+2,,Box Touch 1,,,,,,,,,,Reversal 0,Shot Qual 3,,,,,,
250929,8560.524775956,8.0,#23 Sam Donald,14,,-2,,Box Touch 1,,,,,,,,,,Reversal 0,Shot Qual 3,,,,,,
250929,2772.847788779,8.0,#22 Darrius Bolden,1,,-2,,Box Touch 1,,,,,,,,,,Reversal 3,Shot Qual 4,,,,,,
250929,2808.390956558,10.0,#22 Darrius Bolden,2,,Assist,,,,,,,,,,,,,,,,,,,
250929,2919.461699333,10.0,#22 Darrius Bolden,3,,D REB,,,,,,,,,,,,,,,,,,,
250929,3164.689087165,10.0,#22 Darrius Bolden,4,,D REB,,,,,,,,,,,,,,,,,,,
250929,3207.581203508,8.0,#22 Darrius Bolden,5,,+3,,Box Touch 2,,,,,,,,,,Reversal 3,Shot Qual 2,,,,,,
250929,4309.863876104,10.0,#22 Darrius Bolden,6,,Turnover,,,,,,,,,,,,,,,,,,,
250929,4772.488863593,10.0,#22 Darrius Bolden,7,,D REB,,,,,,,,,,,,,,,,,,,
250929,5522.475819378,10.0,#22 Darrius Bolden,8,,Deflection,,,,,,,,,,,,,,,,,,,
250929,5750.107140605,10.0,#22 Darrius Bolden,9,,Assist,,,,,,,,,,,,,,,,,,,
250929,7011.762702449,10.0,#22 Darrius Bolden,10,,Assist,,,,,,,,,,,,,,,,,,,
250929,7658.008741278,10.0,#22 Darrius Bolden,11,,Deflection,,,,,,,,,,,,,,,,,,,
250929,7818.376969367,10.0,#22 Darrius Bolden,12,,Turnover,,,,,,,,,,,,,,,,,,,
250929,7856.758638834,10.0,#22 Darrius Bolden,13,,Assist,,,,,,,,,,,,,,,,,,,
250929,8228.068352519,8.0,#22 Darrius Bolden,14,,-2,,Box Touch 1,,,,,,,,,,Reversal 2,Shot Qual 1,,,,,,
250929,8253.704952086,10.0,#22 Darrius Bolden,15,,Steal,,,,,,,,,,,,,,,,,,,
250929,8260.14170116,10.0,#22 Darrius Bolden,16,,Assist,,,,,,,,,,,,,,,,,,,
250929,2773.381502455,10.0,#15 Luke Anderson,1,,O REB,,,,,,,,,,,,,,,,,,,
250929,2775.4442695,8.0,#15 Luke Anderson,2,,+2,,Box Touch 0,,,,,,,,,,Reversal 0,Shot Qual 4,,,,,,
250929,3207.581203508,10.0,#15 Luke Anderson,3,,Assist,,,,,,,,,,,,,,,,,,,
250929,5352.475857417,10.0,#15 Luke Anderson,4,,Turnover,,,,,,,,,,,,,,,,,,,
250929,8406.027480713,8.0,#15 Luke Anderson,5,,+2,,Box Touch 2,,,,,,,,,,Reversal 1,Shot Qual 4,,,,,,
250929,2650.845290647,10.0,#8 Kenyon Goodin,1,,D REB,,,,,,,,,,,,,,,,,,,
250929,4021.083286689,8.0,#8 Kenyon Goodin,2,,-3,,Box Touch 0,,,,,,,,,,Reversal 3,Shot Qual 3,,,,,,
250929,4131.738663184,10.0,#8 Kenyon Goodin,3,,Assist,,,,,,,,,,,,,,,,,,,
250929,4206.560677564,10.0,#8 Kenyon Goodin,4,,Assist,,,,,,,,,,,,,,,,,,,
250929,4266.941435686,8.0,#8 Kenyon Goodin,5,,-3,,Box Touch 0,,,,,,,,,,Reversal 1,Shot Qual 3,,,,,,
250929,4433.220071885,8.0,#8 Kenyon Goodin,6,,-3,,Box Touch 2,,,,,,,,,,Reversal 2,Shot Qual 3,,,,,,
250929,4476.77190825,8.0,#8 Kenyon Goodin,7,,-3,,Box Touch 0,,,,,,,,,,Reversal 2,Shot Qual 2,,,,,,
250929,5527.785447499,8.0,#8 Kenyon Goodin,8,,+2,,Box Touch 0,,,,,,,,,,Reversal 0,Shot Qual 4,,,,,,
250929,6174.183563094,8.0,#8 Kenyon Goodin,9,,+2,,Box Touch 0,,,,,,,,,,Reversal 3,Shot Qual 1,,,,,,
250929,7011.762702449,8.0,#8 Kenyon Goodin,10,,+3,,Box Touch 1,,,,,,,,,,Reversal 1,Shot Qual 3,,,,,,
250929,7221.308867125,8.0,#8 Kenyon Goodin,11,,-3,,Box Touch 0,,,,,,,,,,Reversal 1,Shot Qual 3,,,,,,
250929,7847.855469674,10.0,#8 Kenyon Goodin,12,,D REB,,,,,,,,,,,,,,,,,,,
250929,7856.758638834,8.0,#8 Kenyon Goodin,13,,+3,,Box Touch 0,,,,,,,,,,Reversal 0,Shot Qual 1,,,,,,
250929,2919.158291292,8.0,#0 Tommy Clark,1,,-3,,Box Touch 0,,,,,,,,,,Reversal 1,Shot Qual 2,,,,,,
250929,3364.515896907,10.0,#0 Tommy Clark,2,,O REB,,,,,,,,,,,,,,,,,,,
250929,4124.84768779,10.0,#0 Tommy Clark,3,,Deflection,,,,,,,,,,,,,,,,,,,
250929,5673.178834739,10.0,#0 Tommy Clark,4,,Deflection,,,,,,,,,,,,,,,,,,,
250929,5723.538167245,10.0,#0 Tommy Clark,5,,Assist,,,,,,,,,,,,,,,,,,,
250929,8351.49399728,8.0,#0 Tommy Clark,6,,+3,,Box Touch 0,,,,,,,,,,Reversal 1,Shot Qual 2,,,,,,
250929,8428.808187973,10.0,#0 Tommy Clark,7,,Assist,,,,,,,,,,,,,,,,,,,
250929,8779.720059775,8.0,#0 Tommy Clark,8,,-3,,Box Touch 0,,,,,,,,,,Reversal 0,Shot Qual 1,,,,,,
250929,8780.862787958,10.0,#0 Tommy Clark,9,,O REB,,,,,,,,,,,,,,,,,,,
250929,8783.497486182,10.0,#0 Tommy Clark,10,,Assist,,,,,,,,,,,,,,,,,,,
250929,2946.464279111,10.0,#14 Dom Murphy,1,,D REB,,,,,,,,,,,,,,,,,,,
250929,2966.394608686,8.0,#14 Dom Murphy,2,,+2,,Box Touch 1,,,,,,,,,,Reversal 3,Shot Qual 1,,,,,,
250929,3375.874764622,10.0,#14 Dom Murphy,3,,D REB,,,,,,,,,,,,,,,,,,,
250929,4530.835968202,10.0,#14 Dom Murphy,4,,Turnover,,,,,,,,,,,,,,,,,,,
250929,5452.381634584,10.0,#14 Dom Murphy,5,,Deflection,,,,,,,,,,,,,,,,,,,
250929,5563.884978981,10.0,#14 Dom Murphy,6,,D REB,,,,,,,,,,,,,,,,,,,
250929,2966.394608686,10.0,#12 Myles Watkins,1,,Assist,,,,,,,,,,,,,,,,,,,
250929,3028.593012433,10.0,#12 Myles Watkins,2,,"Block, D REB",,,,,,,,,,,,,,,,,,,
250929,3088.845021416,10.0,#12 Myles Watkins,3,,Deflection,,,,,,,,,,,,,,,,,,,
250929,3189.294487749,10.0,#12 Myles Watkins,4,,D REB,,,,,,,,,,,,,,,,,,,
250929,3317.283337253,10.0,#12 Myles Watkins,5,,D REB,,,,,,,,,,,,,,,,,,,
250929,4022.002271291,10.0,#12 Myles Watkins,6,,Assist,,,,,,,,,,,,,,,,,,,
250929,4022.258068542,10.0,#12 Myles Watkins,7,,"Tip Out, Assist",,,,,,,,,,,,,,,,,,,
250929,4241.523692206,10.0,#12 Myles Watkins,8,,Assist,,,,,,,,,,,,,,,,,,,
250929,4366.482675221,10.0,#12 Myles Watkins,9,,Assist,,,,,,,,,,,,,,,,,,,
250929,4696.638325318,10.0,#12 Myles Watkins,10,,D REB,,,,,,,,,,,,,,,,,,,
250929,5325.1,10.0,#12 Myles Watkins,11,,Turnover,,,,,,,,,,,,,,,,,,,
250929,5523.481276707,10.0,#12 Myles Watkins,12,,Steal,,,,,,,,,,,,,,,,,,,
250929,5527.785447499,10.0,#12 Myles Watkins,13,,Assist,,,,,,,,,,,,,,,,,,,
250929,5885.743984539,10.0,#12 Myles Watkins,14,,D REB,,,,,,,,,,,,,,,,,,,
250929,5905.342647707,10.0,#12 Myles Watkins,15,,Assist,,,,,,,,,,,,,,,,,,,
250929,6996.188409583,10.0,#12 Myles Watkins,16,,D REB,,,,,,,,,,,,,,,,,,,
250929,7299.18674087,10.0,#12 Myles Watkins,17,,Turnover,,,,,,,,,,,,,,,,,,,
250929,7557.158614272,10.0,#12 Myles Watkins,18,,Block,,,,,,,,,,,,,,,,,,,
250929,7635.407372187,8.0,#12 Myles Watkins,19,,+2,,Box Touch 1,,,,,,,,,,Reversal 0,Shot Qual 2,,,,,,
250929,7698.945893936,10.0,#12 Myles Watkins,20,,Deflection,,,,,,,,,,,,,,,,,,,
250929,7783.763046375,10.0,#12 Myles Watkins,21,,Assist,,,,,,,,,,,,,,,,,,,
250929,8382.942947417,10.0,#12 Myles Watkins,22,,Steal,,,,,,,,,,,,,,,,,,,
250929,8406.027480713,10.0,#12 Myles Watkins,23,,Assist,,,,,,,,,,,,,,,,,,,
250929,8614.354217766,8.0,#12 Myles Watkins,24,,-2,,Box Touch 0,,,,,,,,,,Reversal 1,Shot Qual 1,,,,,,
250929,2993.023486686,10.0,#21 Grant Neal,1,,Assist,,,,,,,,,,,,,,,,,,,
250929,5494.879572856,10.0,#21 Grant Neal,2,,Assist,,,,,,,,,,,,,,,,,,,
250929,5959.890943292,8.0,#21 Grant Neal,3,,-2,,Box Touch 1,,,,,,,,,,Reversal 1,Shot Qual 1,,,,,,
250929,6018.946260294,8.0,#21 Grant Neal,4,,+3,,Box Touch 0,,,,,,,,,,Reversal 1,Shot Qual 3,,,,,,
250929,7299.18674087,10.0,#21 Grant Neal,5,,Deflection,,,,,,,,,,,,,,,,,,,
250929,8215.275401836,10.0,#21 Grant Neal,6,,Deflection,,,,,,,,,,,,,,,,,,,
250929,8582.793881985,8.0,#21 Grant Neal,7,,+2,,Box Touch 3,,,,,,,,,,Reversal 1,Shot Qual 4,,,,,,
250929,2993.023486686,8.0,#1 Ant McAfee,1,,+3,,Box Touch 0,,,,,,,,,,Reversal 1,Shot Qual 3,,,,,,
250929,3363.572,8.0,#1 Ant McAfee,2,,-3,,Box Touch 1,,,,,,,,,,Reversal 0,Shot Qual 3,,,,,,
250929,8582.793881985,10.0,#1 Ant McAfee,3,,Assist,,,,,,,,,,,,,,,,,,,
250929,3070.819882916,10.0,#44 Jacob Wassler,1,,Tip Out,,,,,,,,,,,,,,,,,,,
250929,3164.291356252,8.0,#44 Jacob Wassler,2,,-3,,Box Touch 0,,,,,,,,,,Reversal 2,Shot Qual 2,,,,,,
250929,3246.545426915,10.0,#44 Jacob Wassler,3,,O REB,,,,,,,,,,,,,,,,,,,
250929,3248.34817439,8.0,#44 Jacob Wassler,4,,+2,,Box Touch 0,,,,,,,,,,Reversal 0,Shot Qual 4,,,,,,
250929,3267.815730792,10.0,#44 Jacob Wassler,5,,D REB,,,,,,,,,,,,,,,,,,,
250929,4433.739902415,10.0,#44 Jacob Wassler,6,,D REB,,,,,,,,,,,,,,,,,,,
250929,4489.213942598,10.0,#44 Jacob Wassler,7,,D REB,,,,,,,,,,,,,,,,,,,
250929,5884.701511769,10.0,#44 Jacob Wassler,8,,Tip Out,,,,,,,,,,,,,,,,,,,
250929,6018.946260294,10.0,#44 Jacob Wassler,9,,Assist,,,,,,,,,,,,,,,,,,,
250929,8614.870981829,10.0,#44 Jacob Wassler,10,,D REB,,,,,,,,,,,,,,,,,,,
250929,3285.392316792,10.0,#2 Tyler Doyle,1,,Assist,,,,,,,,,,,,,,,,,,,
250929,3375.874764622,8.0,#2 Tyler Doyle,2,,-2,,Box Touch 1,,,,,,,,,,Reversal 1,Shot Qual 1,,,,,,
250929,3412.240160006,8.0,#2 Tyler Doyle,3,,+2,,Box Touch 1,,,,,,,,,,Reversal 0,Shot Qual 4,,,,,,
250929,4267.583638458,10.0,#2 Tyler Doyle,4,,D REB,,,,,,,,,,,,,,,,,,,
250929,5325.1,10.0,#2 Tyler Doyle,5,,Deflection,,,,,,,,,,,,,,,,,,,
250929,5494.534600428,8.0,#2 Tyler Doyle,6,,+3,,Box Touch 1,,,,,,,,,,Reversal 1,Shot Qual 2,,,,,,
250929,5717.334755499,10.0,#2 Tyler Doyle,7,,Steal,,,,,,,,,,,,,,,,,,,
250929,6926.140348435,8.0,#2 Tyler Doyle,8,,+3,,Box Touch 0,,,,,,,,,,Reversal 0,Shot Qual 3,,,,,,
250929,7221.900848311,10.0,#2 Tyler Doyle,9,,D REB,,,,,,,,,,,,,,,,,,,
250929,7299.18674087,10.0,#2 Tyler Doyle,10,,Steal,,,,,,,,,,,,,,,,,,,
250929,7562.169925789,10.0,#2 Tyler Doyle,11,,Deflection,,,,,,,,,,,,,,,,,,,
250929,7818.376969367,10.0,#2 Tyler Doyle,12,,Deflection,,,,,,,,,,,,,,,,,,,
250929,8228.068352519,10.0,#2 Tyler Doyle,13,,Block,,,,,,,,,,,,,,,,,,,
250929,8381.757627811,10.0,#2 Tyler Doyle,14,,Turnover,,,,,,,,,,,,,,,,,,,
250929,8560.507508471,10.0,#2 Tyler Doyle,15,,D REB,,,,,,,,,,,,,,,,,,,
250929,4024.354527417,8.0,#32 Jack Karasinki,1,,"+3, O REB",,Box Touch 0,,,,,,,,,,Reversal 3,Shot Qual 2,,,,,,
250929,4120.286605193,8.0,#32 Jack Karasinki,2,,-3,,Box Touch 1,,,,,,,,,,Reversal 2,Shot Qual 1,,,,,,
250929,4132.286527599,8.0,#32 Jack Karasinki,3,,+2,,Box Touch 0,,,,,,,,,,Reversal 1,Shot Qual 3,,,,,,
250929,4206.560677564,8.0,#32 Jack Karasinki,4,,+3,,Box Touch 1,,,,,,,,,,Reversal 2,Shot Qual 3,,,,,,
250929,4241.523692206,8.0,#32 Jack Karasinki,5,,+2,,Box Touch 1,,,,,,,,,,Reversal 1,Shot Qual 4,,,,,,
250929,4366.482675221,8.0,#32 Jack Karasinki,6,,+3,,Box Touch 0,,,,,,,,,,Reversal 0,Shot Qual 3,,,,,,
250929,4735.846099124,10.0,#32 Jack Karasinki,7,,D REB,,,,,,,,,,,,,,,,,,,
250929,5271.670214125,8.0,#32 Jack Karasinki,8,,-3,,Box Touch 0,,,,,,,,,,Reversal 1,Shot Qual 1,,,,,,
250929,5717.076203864,10.0,#32 Jack Karasinki,9,,Turnover,,,,,,,,,,,,,,,,,,,
250929,5750.107140605,8.0,#32 Jack Karasinki,10,,+3,,Box Touch 1,,,,,,,,,,Reversal 1,Shot Qual 3,,,,,,
250929,5905.342647707,8.0,#32 Jack Karasinki,11,,+3,,Box Touch 1,,,,,,,,,,Reversal 1,Shot Qual 3,,,,,,
250929,7557.307609041,10.0,#32 Jack Karasinki,12,,D REB,,,,,,,,,,,,,,,,,,,
250929,7783.763046375,8.0,#32 Jack Karasinki,13,,+3,,Box Touch 0,,,,,,,,,,Reversal 0,Shot Qual 3,,,,,,
