Timeline,Start time,Duration,Row,Instance number,Action,Box Touch Number,Lineup,LiveDrills,On Court,PossessionType,Reversal Number,Shot Quality,Teaching,Ungrouped,Notes,Flags
251006,4057.3974864266534,27.585380363346758,Grey,18,-3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 0,Shot Qual 3,,,,
251006,4110.180429471,6.91421633400023,Grey,19,+2,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Transition,Reversal 0,Shot Qual 4,,,,
251006,4164.331080588,6.727363674999651,Grey,20,+2,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson, #44 Jacob Wassler",Transition,Reversal 0,Shot Qual 4,,,,
251006,4259.170123041625,22.088288951375034,Grey,21,,Box Touch 1, | #2 Tyler Doyle | #4 Grant Neal | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,"Foul Drawn, Shot Qual 4",,,,
251006,4302.397908192564,26.181430976436786,Grey,22,"Deflection, -3",Box Touch 0, | #2 Tyler Doyle | #4 Grant Neal | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,Shot Qual 3,,,,
251006,4369.79746111067,8.098003846329448,Grey,23,+2,Box Touch 1, | #2 Tyler Doyle | #4 Grant Neal | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,Shot Qual 4,Teaching Clip,,,
251006,4538.048497705,25.13169591099995,Grey,24,+3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 0,Shot Qual 1,,,,
251006,4663.398477179907,20.782862598092834,Grey,25,"Deflection, -2",Box Touch 0, | #4 Grant Neal | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#4 Grant Neal, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 0,Shot Qual 1,,,,
251006,4682.304865235,4.8395048689999385,Grey,26,,Box Touch 0, | #4 Grant Neal | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#4 Grant Neal, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Other,Reversal 0,"Foul Drawn, Shot Qual 4",,,,
251006,4697.473318972,28.610274757999832,Grey,27,,Box Touch 1, | #4 Grant Neal | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#4 Grant Neal, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 3,"Foul Drawn, Shot Qual 4",,,,
251006,4762.866655556,10.644576466999752,Grey,28,,Box Touch 0, | #4 Grant Neal | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#4 Grant Neal, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 0,No Shot,,,,
251006,4806.098195531275,14.530423198724748,Grey,29,,Box Touch 0, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 0,No Shot,,,,
251006,4834.480339278,23.22790837699995,Grey,30,+3,Box Touch 2, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,Shot Qual 2,,,,
251006,5370.901994750035,23.257715993965576,Grey,31,+2,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 2,Shot Qual 3,,,,
251006,5419.396499166179,12.575141500821701,Grey,32,Deflection,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 0,No Shot,,,,
251006,5457.403813033,21.52339639799993,Grey,33,"Deflection, +3",Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 0,Shot Qual 1,,,,
251006,5494.197604527268,13.735717695732092,Grey,34,-2,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 0,Shot Qual 2,,,,
251006,5505.933322223,3.945324833000086,Grey,35,+2,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Other,Reversal 0,Shot Qual 3,,,,
251006,5538.298216055642,20.30864932735767,Grey,36,+3,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 3,Teaching Clip,,,
251006,5590.197648262638,10.024641182361847,Grey,37,Deflection,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 0,No Shot,,,,
251006,5619.639089374644,13.882527577356086,Grey,38,-3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 0,Shot Qual 3,,,,
251006,5650.898692123908,21.049945919091442,Grey,39,-3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 0,Shot Qual 2,,,,
251006,5836.698649150939,21.999609127061376,Grey,40,+2,Box Touch 1, | #2 Tyler Doyle | #4 Grant Neal | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #4 Grant Neal, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 3,,,,
251006,6024.79791731959,17.487352595409902,Grey,41,+2,Box Touch 1, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 4,Teaching Clip,,,
251006,6079.098146624261,27.642669709738584,Grey,42,-3,Box Touch 0, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #44 Jacob Wassler","Half Court, Half Court",Reversal 0,Shot Qual 3,Teaching Clip,,,
251006,6159.927888888888,27.312631433111164,Grey,43,,Box Touch 1, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 2,"Foul Drawn, Shot Qual 4",,,,
251006,6217.152222222222,25.69906019377777,Grey,44,+2,Box Touch 2, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 4,,,,
251006,6358.098271980284,25.729086669715798,Grey,45,-2,Box Touch 1, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 1,,,,
251006,6381.82735865,4.435210251999706,Grey,46,+2,Box Touch 0, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #44 Jacob Wassler",Other,Reversal 0,Shot Qual 3,,,,
251006,6561.409721666,13.85621488400011,Grey,47,-3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Half Court,Reversal 0,Shot Qual 2,,,,
251006,6603.696574166,8.872412841000369,Grey,48,+2,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki, #44 Jacob Wassler",Transition,Reversal 0,Shot Qual 4,,,,
251006,6707.221457126,29.211813582000104,Grey,49,-3,Box Touch 0, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,Shot Qual 3,Teaching Clip,,,
251006,6734.678072085,6.924037447999581,Grey,50,+2,Box Touch 1, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Other,Reversal 0,Shot Qual 3,,,,
251006,6848.460486231,29.6675496200005,Grey,51,"Deflection, -3",Box Touch 0, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 0,Shot Qual 1,,,,
251006,7043.164440833,24.219213055999717,Grey,52,,Box Touch 0, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 2,"Foul Drawn, No Shot",,,,
251006,7095.098030207947,18.507208250052827,Grey,53,"Deflection, Steal",Box Touch 0, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 0,No Shot,,,,
251006,7116.9978068719,22.743025880099594,Grey,54,-2,Box Touch 1, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,Shot Qual 2,,,,
251006,7138.348321935,5.246432648999871,Grey,55,-3,Box Touch 0, | #2 Tyler Doyle | #4 Grant Neal | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #4 Grant Neal, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Other,Reversal 0,Shot Qual 3,,,,
251006,732.3984453596541,20.8607602643458,Red,1,-3,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #15 Luke Anderson,Scramble,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #15 Luke Anderson",Half Court,Reversal 2,Shot Qual 3,,,,
251006,795.1978933332923,19.901655776707685,Red,2,+2,Box Touch 1, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #22 Darrius Bolden | #23 Sam Donald,Scramble,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 2,Shot Qual 4,Teaching Clip,,,
251006,823.0976842243211,15.95845927367884,Red,3,-3,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #22 Darrius Bolden | #23 Sam Donald,Scramble,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 1,Shot Qual 3,,,,
251006,836.6985622210249,4.353076870975087,Red,4,+2,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #22 Darrius Bolden | #23 Sam Donald,Scramble,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 0,Shot Qual 4,,,,
251006,849.0986013505577,23.031879693442306,Red,5,"Deflection, +2",Box Touch 1, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #22 Darrius Bolden | #23 Sam Donald,Scramble,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 1,Shot Qual 3,,,,
251006,893.2976539635952,12.078720072404849,Red,6,-3,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #22 Darrius Bolden | #23 Sam Donald,Scramble,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 1,Shot Qual 2,,,,
251006,961.611052192,14.205236850000006,Red,7,+3,Box Touch 0, | #5 Myles Watkins | #14 Dom Murphy | #15 Luke Anderson | #22 Darrius Bolden | #23 Sam Donald,Scramble,"#5 Myles Watkins, #14 Dom Murphy, #15 Luke Anderson, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 1,Shot Qual 2,,,,
251006,984.2979463326674,22.937450534332584,Red,8,-2,Box Touch 0, | #5 Myles Watkins | #14 Dom Murphy | #15 Luke Anderson | #22 Darrius Bolden | #23 Sam Donald,Scramble,"#5 Myles Watkins, #14 Dom Murphy, #15 Luke Anderson, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 2,Shot Qual 1,,,Myles missed cut opportunities. ,
251006,2331.8982247349486,15.724492216051203,Red,9,-3,Box Touch 0, | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #22 Darrius Bolden,Baseball,"#5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #22 Darrius Bolden",Half Court,Reversal 0,Shot Qual 3,,,,
251006,2345.3982985265643,8.645106847435727,Red,10,"O REB, -2",Box Touch 1, | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #22 Darrius Bolden,Baseball,"#5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #22 Darrius Bolden",Other,Reversal 0,Shot Qual 1,,,,
251006,2377.3975599082937,17.780009674706434,Red,11,-2,Box Touch 1, | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #22 Darrius Bolden,Baseball,"#5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #22 Darrius Bolden",Half Court,Reversal 1,Shot Qual 1,,,,
251006,2413.1981077899,21.33036223809995,Red,12,+3,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #23 Sam Donald,Baseball,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #23 Sam Donald",Half Court,Reversal 1,Shot Qual 1,,,Tommy / Donny missed cut opportunity. ,
251006,2508.79890661697,22.72354825702996,Red,13,-3,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #23 Sam Donald,Baseball,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #23 Sam Donald",Half Court,Reversal 0,Shot Qual 1,,,,
251006,2547.69830838868,18.598612269320256,Red,14,,Box Touch 2, | #5 Myles Watkins | #7 Donovan Hunter | #15 Luke Anderson | #22 Darrius Bolden,Baseball,"#5 Myles Watkins, #7 Donovan Hunter, #15 Luke Anderson, #22 Darrius Bolden",Half Court,Reversal 2,"Foul Drawn, No Shot",,,,
251006,2583.498373611688,23.43219195831216,Red,15,"Deflection, -2",Box Touch 1, | #5 Myles Watkins | #7 Donovan Hunter | #15 Luke Anderson | #22 Darrius Bolden,Baseball,"#5 Myles Watkins, #7 Donovan Hunter, #15 Luke Anderson, #22 Darrius Bolden",Half Court,Reversal 1,Shot Qual 1,,,,
251006,4083.30513043,29.392246123999485,Red,16,,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #15 Luke Anderson | #23 Sam Donald,5v5,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #15 Luke Anderson, #23 Sam Donald",Half Court,Reversal 3,No Shot,,,,
251006,4138.097665720584,28.233414867416286,Red,17,"Deflection, Deflection, Deflection, Steal",Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #23 Sam Donald,5v5,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #23 Sam Donald",Half Court,Reversal 1,No Shot,,,,
251006,4170.097869678639,24.915460052361595,Red,18,+2,Box Touch 1, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #23 Sam Donald,5v5,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #23 Sam Donald",Half Court,Reversal 1,Shot Qual 4,,,,
251006,4327.726742263,25.12627023999994,Red,19,-3,Box Touch 2, | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #22 Darrius Bolden | #23 Sam Donald,5v5,"#5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 1,Shot Qual 3,Teaching Clip,,,
251006,4351.294658388,20.026237306999974,Red,20,+2,Box Touch 0, | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #22 Darrius Bolden | #23 Sam Donald,5v5,"#5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 2,Shot Qual 2,,,,
251006,4509.901147852,30.147349853000378,Red,21,,Box Touch 0, | #5 Myles Watkins | #7 Donovan Hunter | #14 Dom Murphy | #15 Luke Anderson | #22 Darrius Bolden,5v5,"#5 Myles Watkins, #7 Donovan Hunter, #14 Dom Murphy, #15 Luke Anderson, #22 Darrius Bolden",Half Court,Reversal 2,No Shot,,,,
