,PracticeDate,Points,Possessions,ORTG,PPP,AvgShotRating,BR per Poss,BT per Poss,eFG%,FG%,FG2%,FG3%,FGM,FGA,FGM2,FGA2,FGM3,FGA3,FTA,FTM,FT%,AST,AST%,TOV,TOV%,STL,BLK,DEFL,CutAST,CutFG,OREB,DREB,OREB%,DREB%
0,2025-12-11T00:00:00.000,61,69,88.4,0.88,2.1,0.8,0.3,46.2%,34.8%,33.3%,35.7%,23,66,8,24,15,42,0,0,0.0%,18,26.1%,12,17.4%,9,4,24,1,9,9,25,26.5%,73.5%
