,PracticeDate,Possessions,ORTG,PPP,AvgShotRating,AvgBallRev,AvgBoxTouch,eFG%,FG%,FG2%,FG3%,FGM,FGA,FGM2,FGA2,FGM3,FGA3,AST,AST%,TOV,TOV%,STL,BLK,DEFL,CutAST,CutFG
0,2025-12-11T00:00:00.000,66,9.1,0.09,2.2,0.8,0.3,6.7%,4.4%,0.0%,6.9%,2,45,0,16,2,29,19,28.8%,12,18.2%,9,4,24,1,9
